ID  Nome  Mestre  Regiao  Rank
03180 Charmander Melise Unova D
03886 Crobat Rod.Lima Unova A
09685 Caterpie Vanessa Hisui C
02782 Metapod Melise Kalos D
02255 Pikachu Elisa Unova B
09155 Bulbasaur Philipe Hoenn A
09396 Zubat Rafael Hoenn A
00221 Gloom Philipe Paldea C
05196 Dragonite Minoru Alola E
02453 Metapod Rod.Lima Unova E
04554 Silcoon Elisa Alola B
00972 Furret Baldochi Sinnoh E
00307 Crobat Vanessa Galar E
00041 Vaporeon Melise Alola E
07943 Silcoon Baldochi Alola D
04783 Vaporeon Rafael Sinnoh E
01481 Furret Philipe Galar A
03017 Pikachu Elisa Johto A
09198 Silcoon Philipe Sinnoh C
08289 Rattata Elisa Hoenn D
00033 Zubat Elisa Alola D
05893 Silcoon Elisa Hisui E
01641 Furret Vanessa Unova D
09136 Pikachu Melise Galar B
02564 Metapod Philipe Paldea C
06520 Metapod Minoru Johto C
05120 Bulbasaur Rod.Lima Unova A
02237 Dragonite Rafael Unova B
00308 Metapod Baldochi Unova B
01362 Zubat Elisa Sinnoh D
02866 Charmander Rafael Johto C
06902 Zubat Rod.Lima Johto B
07647 Dragonite Melise Kanto C
02792 Charmander Rafael Johto C
03112 Furret Philipe Kanto B
06918 Gloom Vanessa Johto E
06540 Golbat Vanessa Paldea D
09418 Squirtle Vanessa Johto D
04767 Rattata Baldochi Johto B
08766 Bulbasaur Baldochi Johto C
06690 Mewtwo Baldochi Hisui A
09339 Crobat Melise Hoenn C
00546 Dragonite Baldochi Unova C
03751 Gloom Baldochi Alola C
07400 Furret Minoru Paldea C
04233 Charizard Vanessa Alola E
02901 Mewtwo Rod.Lima Alola A
04058 Roserade Minoru Alola D
04035 Mewtwo Philipe Kanto E
06229 Crobat Melise Galar C
00193 Mewtwo Minoru Kanto E
09570 Gloom Elisa Paldea D
02307 Metapod Rafael Kanto A
01824 Roserade Minoru Kanto A
08986 Furret Philipe Galar A
01751 Vaporeon Elisa Kanto D
06068 Squirtle Melise Hisui B
02123 Furret Vanessa Hisui C
02116 Roserade Melise Unova D
06812 Silcoon Vanessa Alola D
08799 Rattata Vanessa Unova D
02013 Roserade Rod.Lima Kanto D
01149 Vaporeon Rod.Lima Johto A
03557 Bulbasaur Elisa Sinnoh B
05381 Furret Vanessa Unova A
08379 Caterpie Melise Hisui C
08425 Metapod Rod.Lima Hoenn B
09950 Golbat Vanessa Johto C
08098 Caterpie Melise Kanto B
09584 Crobat Baldochi Sinnoh B
05598 Rattata Minoru Johto A
00109 Vaporeon Philipe Hoenn A
04103 Metapod Baldochi Johto B
03913 Caterpie Rod.Lima Hisui D
07306 Furret Rafael Unova A
08008 Vaporeon Minoru Kalos C
07777 Golbat Rod.Lima Alola C
07822 Golbat Vanessa Kanto E
07404 Mewtwo Rafael Kanto D
07775 Furret Rafael Hoenn E
00155 Golbat Baldochi Paldea A
02815 Gloom Baldochi Paldea B
08649 Roserade Melise Hisui D
04414 Squirtle Rod.Lima Hisui D
02816 Charmander Melise Johto C
04915 Charizard Rafael Sinnoh B
03009 Crobat Rod.Lima Alola A
04292 Roserade Rod.Lima Kanto B
02523 Silcoon Philipe Galar C
09243 Bulbasaur Vanessa Kalos C
03143 Rattata Rafael Kanto B
06212 Caterpie Elisa Sinnoh A
06037 Golbat Philipe Kanto E
01684 Golbat Philipe Kanto E
04653 Golbat Baldochi Sinnoh D
00064 Vaporeon Minoru Unova A
04927 Silcoon Baldochi Kanto C
04418 Crobat Vanessa Alola E
04320 Silcoon Melise Unova D
06931 Silcoon Vanessa Hoenn D
00167 Squirtle Vanessa Hisui E
09279 Furret Baldochi Hisui A
07276 Vaporeon Philipe Alola D
09150 Furret Philipe Alola E
08443 Roserade Minoru Paldea C
05131 Gloom Melise Paldea B
08153 Bulbasaur Elisa Unova B
05263 Charmander Minoru Kanto C
02941 Gloom Vanessa Paldea C
06236 Charizard Minoru Sinnoh B
01943 Rattata Baldochi Galar A
07409 Gloom Philipe Hisui D
04634 Metapod Baldochi Sinnoh B
06480 Bulbasaur Minoru Kalos B
09390 Caterpie Elisa Unova B
04876 Squirtle Elisa Hisui A
04248 Bulbasaur Melise Sinnoh E
07949 Caterpie Minoru Unova B
00053 Bulbasaur Baldochi Hoenn A
01725 Vaporeon Rafael Kanto B
05283 Caterpie Philipe Alola D
00726 Crobat Rod.Lima Kanto B
08451 Squirtle Baldochi Johto D
09863 Silcoon Minoru Hoenn C
09422 Gloom Minoru Hisui E
06997 Gloom Elisa Paldea C
01016 Pikachu Rod.Lima Kanto C
07466 Gloom Elisa Hisui E
00706 Dragonite Vanessa Unova E
09115 Zubat Baldochi Sinnoh C
07003 Charizard Rod.Lima Unova C
04883 Silcoon Rod.Lima Kalos E
02996 Zubat Philipe Galar C
04004 Charmander Rafael Kalos C
04480 Zubat Rod.Lima Unova B
07028 Dragonite Baldochi Hoenn B
04770 Squirtle Baldochi Sinnoh E
09336 Silcoon Minoru Kalos C
01039 Mewtwo Rod.Lima Paldea A
01111 Gloom Philipe Kanto B
01889 Silcoon Philipe Hisui B
00163 Zubat Baldochi Paldea E
06352 Squirtle Vanessa Alola B
07937 Caterpie Elisa Paldea B
01128 Charizard Minoru Galar C
00895 Golbat Elisa Kalos B
01249 Silcoon Melise Hisui D
02010 Furret Minoru Hoenn C
03129 Bulbasaur Melise Galar A
02971 Gloom Vanessa Paldea B
01931 Golbat Vanessa Hoenn C
03634 Metapod Baldochi Paldea E
06730 Pikachu Rafael Alola C
03029 Dragonite Philipe Paldea C
01479 Pikachu Melise Hisui C
06692 Charmander Baldochi Sinnoh B
08375 Metapod Vanessa Hisui A
00122 Golbat Baldochi Sinnoh B
07746 Rattata Melise Hoenn C
08395 Bulbasaur Vanessa Kalos B
08596 Gloom Vanessa Hoenn E
00666 Mewtwo Rod.Lima Kalos E
05514 Silcoon Baldochi Alola B
08228 Dragonite Rod.Lima Hoenn C
07320 Mewtwo Elisa Sinnoh D
06694 Furret Philipe Hisui D
08934 Pikachu Baldochi Galar C
09472 Silcoon Melise Johto A
06418 Golbat Rafael Johto E
05777 Rattata Rod.Lima Paldea E
07201 Squirtle Rafael Unova A
09255 Gloom Vanessa Johto C
08671 Zubat Baldochi Unova C
01164 Squirtle Elisa Paldea A
00175 Squirtle Philipe Johto C
09342 Golbat Melise Johto A
09581 Dragonite Minoru Paldea A
04758 Roserade Baldochi Alola D
08665 Furret Minoru Sinnoh D
00233 Silcoon Baldochi Hoenn D
04971 Mewtwo Rafael Hoenn C
09420 Silcoon Minoru Kanto B
02716 Metapod Elisa Sinnoh B
04823 Gloom Minoru Sinnoh A
05359 Caterpie Rafael Galar B
03679 Caterpie Elisa Galar A
00794 Rattata Elisa Unova A
04918 Dragonite Rod.Lima Hisui B
01270 Golbat Minoru Hisui C
01592 Zubat Minoru Hisui C
08855 Mewtwo Rafael Unova E
06316 Charizard Rod.Lima Kanto E
03864 Mewtwo Rod.Lima Galar C
02539 Vaporeon Elisa Alola E
00288 Golbat Rod.Lima Hisui C
06058 Bulbasaur Minoru Hisui A
08777 Silcoon Melise Kalos B
07694 Squirtle Minoru Galar E
08828 Metapod Rod.Lima Sinnoh D
03974 Mewtwo Baldochi Kanto E
00303 Crobat Melise Kalos D
03193 Silcoon Elisa Kalos D
01250 Roserade Philipe Hisui C
09809 Pikachu Minoru Hoenn B
02833 Charizard Elisa Hisui E
05383 Vaporeon Elisa Hisui D
06923 Charmander Melise Galar B
09491 Charizard Minoru Hoenn A
01445 Dragonite Melise Alola E
02325 Mewtwo Rod.Lima Galar B
07166 Metapod Rod.Lima Hoenn A
09306 Mewtwo Rod.Lima Galar B
06484 Vaporeon Philipe Sinnoh C
07876 Charizard Philipe Galar A
05808 Bulbasaur Baldochi Alola D
01154 Caterpie Melise Unova E
02081 Squirtle Minoru Kalos C
03739 Mewtwo Baldochi Sinnoh B
07780 Caterpie Melise Sinnoh C
00332 Zubat Melise Hoenn A
06264 Charizard Rafael Paldea C
02037 Zubat Philipe Galar D
08254 Squirtle Melise Unova D
01961 Mewtwo Minoru Hisui A
01966 Squirtle Minoru Kanto E
04811 Rattata Rod.Lima Kalos B
03465 Crobat Philipe Hisui C
09184 Mewtwo Elisa Paldea B
01055 Metapod Rod.Lima Paldea E
04871 Mewtwo Rod.Lima Johto C
08627 Bulbasaur Elisa Hoenn B
00875 Rattata Rod.Lima Paldea E
00051 Gloom Elisa Hisui C
05079 Roserade Rafael Unova B
09341 Dragonite Rafael Johto E
08262 Pikachu Baldochi Kalos C
09590 Gloom Philipe Kanto A
08713 Squirtle Philipe Sinnoh A
07147 Mewtwo Baldochi Unova B
02659 Dragonite Philipe Kalos C
06804 Roserade Minoru Hoenn A
04543 Charmander Elisa Sinnoh D
00090 Crobat Melise Sinnoh E
03915 Gloom Philipe Johto A
08396 Squirtle Philipe Sinnoh D
00522 Gloom Vanessa Paldea A
00858 Rattata Philipe Alola A
09882 Golbat Minoru Galar C
01359 Charmander Elisa Johto B
03369 Caterpie Rafael Hoenn B
07793 Gloom Rod.Lima Hoenn D
00570 Dragonite Rod.Lima Kalos E
09830 Golbat Philipe Hisui C
00511 Metapod Rafael Sinnoh E
09508 Silcoon Rod.Lima Hisui C
08843 Roserade Rod.Lima Unova C
07589 Furret Rod.Lima Sinnoh E
05290 Dragonite Baldochi Johto D
02188 Caterpie Vanessa Hoenn D
06116 Furret Philipe Kanto B
01556 Silcoon Rafael Unova C
01093 Bulbasaur Rafael Paldea D
02584 Pikachu Melise Galar C
05513 Golbat Baldochi Johto A
08991 Furret Melise Unova D
04296 Vaporeon Vanessa Paldea B
07244 Charmander Elisa Alola A
06920 Crobat Rod.Lima Sinnoh A
06293 Squirtle Elisa Alola B
09503 Golbat Minoru Paldea D
08319 Zubat Philipe Kanto E
08609 Caterpie Vanessa Kalos B
02265 Crobat Philipe Kanto D
05508 Crobat Elisa Johto D
00559 Rattata Philipe Hisui D
03074 Charmander Elisa Kalos B
02216 Crobat Rafael Galar C
06553 Rattata Philipe Unova B
04985 Metapod Baldochi Hisui E
04406 Caterpie Rafael Kanto D
04378 Mewtwo Vanessa Alola E
00376 Pikachu Philipe Galar D
05154 Crobat Melise Galar E
00950 Squirtle Philipe Kalos E
05040 Rattata Minoru Alola E
02606 Roserade Rod.Lima Unova D
02932 Gloom Vanessa Paldea B
03038 Gloom Elisa Hisui D
07016 Gloom Elisa Sinnoh A
01910 Charizard Rod.Lima Hisui C
06400 Rattata Melise Sinnoh B
05632 Crobat Elisa Alola A
01323 Squirtle Rod.Lima Kanto A
08641 Bulbasaur Vanessa Paldea A
08485 Crobat Vanessa Hoenn D
05037 Dragonite Vanessa Sinnoh B
07393 Bulbasaur Elisa Hisui C
07569 Charizard Minoru Kalos E
00143 Zubat Rod.Lima Hoenn A
00404 Silcoon Philipe Alola D
08821 Furret Vanessa Paldea A
09963 Zubat Baldochi Kalos B
09866 Caterpie Minoru Hisui E
06063 Golbat Elisa Kanto E
06330 Roserade Minoru Unova C
08869 Charizard Elisa Unova B
07390 Mewtwo Rod.Lima Kanto E
02660 Charizard Elisa Hoenn C
01808 Rattata Minoru Unova B
02173 Crobat Minoru Galar A
05425 Caterpie Minoru Galar E
04877 Roserade Melise Alola A
06770 Caterpie Melise Hoenn B
07391 Crobat Philipe Alola B
07677 Metapod Baldochi Paldea D
05311 Silcoon Rod.Lima Paldea D
05803 Gloom Elisa Johto B
07688 Metapod Rod.Lima Hisui B
03955 Bulbasaur Baldochi Kanto B
05944 Rattata Elisa Johto E
04313 Rattata Baldochi Hoenn E
03919 Furret Philipe Alola A
03263 Rattata Philipe Sinnoh C
06219 Silcoon Rod.Lima Sinnoh D
02970 Metapod Philipe Sinnoh E
03336 Rattata Philipe Galar B
00942 Crobat Elisa Unova A
01670 Rattata Melise Kanto B
02417 Metapod Vanessa Johto C
02516 Mewtwo Rod.Lima Hisui A
01631 Rattata Elisa Kanto E
00067 Bulbasaur Melise Kanto A
00335 Charizard Rod.Lima Johto E
06080 Caterpie Elisa Hoenn E
01881 Rattata Baldochi Alola D
08309 Vaporeon Minoru Unova C
01615 Golbat Minoru Unova C
02519 Furret Rafael Paldea E
00214 Pikachu Minoru Galar C
05419 Charizard Philipe Galar B
02566 Charmander Vanessa Kalos D
01347 Vaporeon Vanessa Sinnoh D
01992 Dragonite Minoru Hoenn D
07591 Silcoon Minoru Johto A
09790 Caterpie Minoru Hoenn A
04475 Golbat Rafael Hoenn A
06871 Squirtle Elisa Alola C
00763 Metapod Philipe Johto D
05655 Metapod Minoru Hoenn C
03031 Bulbasaur Elisa Kanto C
00427 Charizard Rafael Kanto A
07128 Silcoon Philipe Kalos A
09141 Squirtle Minoru Sinnoh D
00074 Silcoon Vanessa Paldea A
05297 Charizard Melise Paldea A
08219 Mewtwo Baldochi Galar E
06201 Caterpie Baldochi Alola B
05317 Silcoon Rafael Unova D
07491 Silcoon Minoru Kanto E
04086 Mewtwo Melise Paldea D
03567 Vaporeon Rod.Lima Kanto B
01726 Furret Vanessa Johto E
09987 Squirtle Melise Alola C
03799 Mewtwo Vanessa Sinnoh A
04487 Squirtle Minoru Hisui C
09953 Zubat Rafael Galar A
03110 Vaporeon Melise Hoenn C
03995 Charizard Melise Kanto A
00358 Roserade Elisa Alola D
01518 Charizard Rod.Lima Galar B
06140 Dragonite Melise Unova C
05418 Furret Elisa Johto D
01979 Pikachu Minoru Kanto C
04675 Silcoon Minoru Unova A
02588 Mewtwo Melise Hoenn C
02648 Charizard Philipe Johto E
07659 Roserade Philipe Johto B
02889 Rattata Rafael Hoenn E
09598 Golbat Rod.Lima Paldea D
08419 Charmander Melise Alola E
03927 Rattata Elisa Johto C
00121 Dragonite Baldochi Hoenn A
09414 Silcoon Baldochi Johto D
03057 Rattata Baldochi Paldea B
05882 Bulbasaur Vanessa Kalos E
06209 Charizard Minoru Kalos D
04204 Charmander Philipe Johto C
09812 Charmander Rafael Kanto A
02730 Squirtle Philipe Paldea B
07322 Metapod Baldochi Kalos A
02320 Charmander Minoru Sinnoh D
01955 Dragonite Baldochi Sinnoh B
06949 Metapod Rafael Sinnoh A
01917 Furret Rod.Lima Johto E
04077 Squirtle Rod.Lima Kanto E
01867 Crobat Vanessa Hisui B
07716 Rattata Minoru Alola D
07431 Metapod Minoru Galar C
05287 Charmander Rafael Sinnoh B
09973 Rattata Philipe Unova C
07373 Bulbasaur Elisa Kalos B
06727 Roserade Rod.Lima Johto A
09502 Zubat Vanessa Unova E
07270 Dragonite Elisa Hisui B
07732 Crobat Philipe Sinnoh B
07293 Mewtwo Vanessa Kalos B
05905 Zubat Melise Johto D
06044 Mewtwo Melise Johto B
05727 Crobat Vanessa Alola D
01087 Dragonite Rod.Lima Kanto E
05791 Vaporeon Rod.Lima Hisui C
05842 Caterpie Vanessa Galar D
05741 Mewtwo Rafael Galar B
02298 Crobat Minoru Kalos A
04090 Rattata Vanessa Hisui E
01245 Caterpie Elisa Alola D
01196 Silcoon Elisa Kalos B
00956 Silcoon Rod.Lima Hisui D
01233 Pikachu Rafael Alola D
00748 Pikachu Philipe Sinnoh A
07769 Squirtle Philipe Hoenn D
09663 Rattata Rod.Lima Hoenn A
04752 Roserade Rafael Johto A
05157 Golbat Philipe Paldea A
00086 Squirtle Elisa Galar D
06438 Dragonite Rafael Hoenn A
00986 Pikachu Elisa Sinnoh D
07367 Pikachu Melise Johto A
01722 Zubat Melise Hoenn B
09640 Squirtle Philipe Hoenn A
05411 Crobat Baldochi Sinnoh D
08857 Mewtwo Baldochi Kanto B
04619 Vaporeon Minoru Galar A
09075 Roserade Melise Paldea D
02599 Charmander Philipe Johto B
01370 Dragonite Elisa Unova D
09692 Dragonite Elisa Galar E
09958 Charizard Minoru Hoenn A
06431 Furret Vanessa Alola C
04771 Squirtle Philipe Kalos C
00761 Caterpie Rod.Lima Kanto B
05148 Furret Vanessa Kanto E
09568 Furret Elisa Hoenn A
00560 Roserade Elisa Kanto B
03595 Crobat Baldochi Alola A
07252 Gloom Minoru Kanto A
02619 Gloom Rod.Lima Kanto E
08353 Squirtle Rafael Alola C
00730 Gloom Baldochi Galar E
08296 Mewtwo Rafael Galar E
08007 Charizard Philipe Sinnoh E
07394 Silcoon Minoru Sinnoh C
07448 Furret Rod.Lima Unova B
09293 Metapod Vanessa Kalos A
06611 Furret Rafael Sinnoh C
01730 Roserade Rod.Lima Hoenn B
01084 Zubat Baldochi Unova B
03079 Furret Elisa Alola E
04302 Mewtwo Philipe Paldea E
06001 Pikachu Minoru Galar E
08500 Rattata Minoru Johto E
05241 Golbat Minoru Alola A
07711 Pikachu Rafael Alola D
03481 Caterpie Vanessa Hisui D
03030 Zubat Rafael Hoenn B
04413 Bulbasaur Rod.Lima Johto B
06745 Furret Melise Kanto C
06420 Gloom Rafael Kanto B
09716 Furret Minoru Unova B
09265 Gloom Melise Unova A
08784 Pikachu Melise Paldea A
08759 Bulbasaur Elisa Kanto D
06600 Bulbasaur Rod.Lima Kanto A
02905 Golbat Rafael Johto E
08053 Furret Melise Kalos C
09885 Crobat Vanessa Galar A
08744 Zubat Vanessa Alola B
03091 Metapod Elisa Alola C
04049 Charizard Melise Paldea A
08044 Squirtle Elisa Hoenn D
02444 Golbat Elisa Paldea D
01318 Golbat Philipe Johto D
03730 Squirtle Melise Alola A
00558 Crobat Baldochi Galar A
06093 Caterpie Vanessa Hoenn B
01310 Squirtle Rafael Unova E
01643 Rattata Baldochi Sinnoh D
09362 Mewtwo Vanessa Unova C
04495 Squirtle Philipe Galar D
03344 Roserade Melise Hoenn C
05561 Mewtwo Baldochi Hisui E
05158 Furret Rod.Lima Hisui E
04299 Vaporeon Melise Johto D
08737 Furret Rafael Hisui C
05467 Metapod Vanessa Hoenn C
06876 Caterpie Philipe Kanto D
01577 Mewtwo Melise Galar B
01873 Charizard Melise Kalos B
05862 Mewtwo Philipe Hoenn E
04276 Vaporeon Elisa Johto C
07681 Pikachu Melise Kanto A
09453 Mewtwo Vanessa Galar B
02715 Golbat Philipe Alola D
00259 Roserade Melise Kanto A
06106 Furret Philipe Galar C
01752 Rattata Philipe Galar D
06107 Vaporeon Rod.Lima Alola D
07379 Pikachu Rod.Lima Paldea B
06429 Furret Melise Hisui A
04870 Gloom Philipe Alola B
07319 Caterpie Melise Unova C
05088 Zubat Vanessa Johto C
00677 Bulbasaur Melise Paldea D
04606 Charmander Baldochi Alola E
03071 Rattata Elisa Hisui E
03664 Metapod Rod.Lima Unova D
08046 Metapod Rod.Lima Kalos C
09217 Dragonite Elisa Kanto E
08591 Rattata Elisa Alola D
03629 Metapod Rafael Johto B
03772 Metapod Baldochi Sinnoh A
07499 Dragonite Vanessa Sinnoh B
09411 Rattata Vanessa Hisui A
05501 Furret Melise Paldea B
06172 Rattata Philipe Galar C
00921 Dragonite Vanessa Johto B
05438 Vaporeon Rafael Kalos E
03810 Golbat Philipe Unova B
09678 Charizard Vanessa Paldea D
06380 Charizard Baldochi Johto A
06973 Vaporeon Minoru Hisui A
00548 Pikachu Elisa Johto D
08048 Roserade Vanessa Paldea C
03165 Pikachu Baldochi Hisui C
08135 Silcoon Minoru Alola D
07094 Zubat Melise Kanto C
00169 Gloom Baldochi Galar E
03495 Squirtle Minoru Paldea E
00076 Charizard Rod.Lima Johto C
04801 Furret Philipe Johto E
05387 Pikachu Rafael Kanto D
04141 Gloom Vanessa Galar E
07059 Squirtle Minoru Unova C
09766 Charizard Minoru Kanto B
03434 Mewtwo Rod.Lima Alola B
01628 Silcoon Melise Kanto E
07403 Zubat Elisa Unova D
08891 Furret Baldochi Unova C
01437 Roserade Vanessa Kanto B
05305 Squirtle Melise Johto E
00271 Roserade Minoru Kanto D
07723 Roserade Philipe Sinnoh B
00922 Pikachu Baldochi Johto E
09410 Bulbasaur Minoru Kalos B
02692 Vaporeon Rod.Lima Unova B
08681 Vaporeon Vanessa Unova A
06221 Rattata Rod.Lima Alola E
05840 Vaporeon Melise Hoenn B
07024 Mewtwo Rafael Johto C
07604 Bulbasaur Vanessa Kalos A
06524 Metapod Minoru Sinnoh A
05303 Vaporeon Rod.Lima Hoenn E
05098 Gloom Baldochi Hoenn B
05897 Squirtle Baldochi Hisui C
02962 Mewtwo Minoru Kalos D
00481 Charizard Vanessa Hisui B
06597 Crobat Melise Galar E
04942 Charizard Elisa Unova A
08281 Furret Philipe Galar E
01276 Gloom Baldochi Galar B
08368 Charmander Baldochi Hoenn B
03367 Metapod Philipe Johto C
08017 Charmander Philipe Hoenn C
00146 Rattata Melise Galar B
04779 Pikachu Minoru Unova E
01763 Bulbasaur Minoru Hoenn C
08337 Furret Rafael Galar E
06363 Bulbasaur Philipe Hisui D
05335 Charizard Philipe Galar A
02386 Squirtle Rod.Lima Sinnoh D
01841 Furret Rafael Paldea A
09195 Dragonite Melise Alola D
08582 Bulbasaur Minoru Alola D
06168 Dragonite Philipe Paldea A
03866 Zubat Vanessa Kanto C
09707 Mewtwo Philipe Alola C
08152 Zubat Philipe Galar B
02199 Vaporeon Melise Kanto D
06914 Charmander Philipe Alola B
02638 Pikachu Philipe Sinnoh D
02737 Metapod Baldochi Kanto D
01146 Furret Rafael Galar B
06622 Charmander Baldochi Hisui C
01143 Dragonite Vanessa Kalos E
09169 Pikachu Baldochi Hoenn A
09156 Crobat Baldochi Sinnoh B
00508 Charizard Philipe Unova C
06214 Charizard Philipe Johto A
06386 Furret Rafael Galar E
03996 Rattata Elisa Kanto E
07705 Metapod Rafael Galar D
01529 Caterpie Baldochi Hoenn B
02592 Zubat Vanessa Galar D
02000 Charizard Elisa Sinnoh B
07210 Dragonite Elisa Kalos D
04786 Crobat Melise Sinnoh C
07050 Metapod Minoru Sinnoh C
00072 Mewtwo Rafael Paldea A
00023 Squirtle Baldochi Galar C
05503 Metapod Philipe Sinnoh B
05310 Metapod Rod.Lima Kalos E
00083 Golbat Elisa Unova E
09122 Silcoon Baldochi Unova A
07324 Charizard Rafael Sinnoh B
04339 Caterpie Rafael Sinnoh B
00323 Charizard Melise Kalos D
09483 Dragonite Melise Alola B
00884 Squirtle Baldochi Unova A
02563 Bulbasaur Baldochi Galar E
07718 Caterpie Vanessa Sinnoh C
03808 Silcoon Baldochi Alola E
03161 Golbat Philipe Sinnoh A
00610 Metapod Minoru Sinnoh B
01610 Furret Rod.Lima Kanto A
02878 Golbat Baldochi Alola D
03648 Pikachu Rod.Lima Hoenn B
09615 Mewtwo Baldochi Sinnoh E
05021 Gloom Minoru Unova C
07223 Zubat Minoru Hoenn B
09041 Furret Philipe Unova E
08664 Squirtle Rafael Hoenn C
08626 Charizard Melise Hisui C
02119 Metapod Rod.Lima Alola B
03894 Golbat Elisa Unova D
08803 Crobat Rafael Hoenn B
04649 Caterpie Elisa Kalos B
09211 Vaporeon Vanessa Kalos D
09030 Caterpie Vanessa Galar C
09805 Squirtle Philipe Galar B
05754 Roserade Melise Galar C
02556 Silcoon Baldochi Unova A
05617 Silcoon Elisa Sinnoh E
08239 Roserade Minoru Paldea D
02355 Caterpie Minoru Johto A
01783 Dragonite Baldochi Alola D
03765 Gloom Vanessa Alola D
05879 Roserade Baldochi Hoenn E
09277 Bulbasaur Baldochi Kalos B
09223 Crobat Elisa Galar B
06511 Silcoon Rod.Lima Johto A
09388 Furret Vanessa Galar A
06676 Zubat Vanessa Kanto D
01221 Metapod Minoru Galar A
06181 Furret Rod.Lima Hoenn A
09921 Vaporeon Rafael Sinnoh D
05613 Mewtwo Melise Unova B
08770 Roserade Melise Johto D
04608 Pikachu Rafael Johto D
00101 Silcoon Elisa Kalos C
05614 Caterpie Rod.Lima Alola C
05029 Gloom Melise Alola C
04317 Rattata Philipe Hisui A
05219 Furret Rafael Hoenn D
07990 Gloom Elisa Kalos E
04778 Gloom Baldochi Johto E
01474 Pikachu Philipe Alola B
02142 Gloom Vanessa Kalos C
03587 Bulbasaur Baldochi Johto D
08558 Golbat Elisa Kalos C
02797 Golbat Minoru Johto D
02358 Bulbasaur Rafael Paldea D
04410 Bulbasaur Minoru Alola B
05245 Crobat Philipe Kanto C
04562 Pikachu Elisa Hoenn C
03707 Dragonite Rafael Hoenn B
08670 Pikachu Vanessa Alola D
07058 Dragonite Baldochi Kanto E
08189 Pikachu Philipe Kanto C
09060 Dragonite Minoru Johto C
07640 Squirtle Rafael Hoenn B
05050 Vaporeon Elisa Kanto A
02348 Silcoon Rafael Unova A
00598 Charizard Melise Unova D
03089 Pikachu Elisa Alola C
04488 Silcoon Elisa Sinnoh D
06805 Rattata Philipe Alola A
02513 Mewtwo Rafael Kalos E
02540 Charizard Vanessa Galar C
05899 Charmander Philipe Sinnoh B
09563 Gloom Baldochi Kanto B
00467 Dragonite Baldochi Alola B
09163 Roserade Philipe Sinnoh A
06651 Dragonite Melise Johto B
02127 Charizard Melise Alola C
09020 Zubat Philipe Hisui A
01305 Caterpie Minoru Kanto B
05109 Roserade Melise Kanto D
05843 Golbat Melise Sinnoh E
08445 Golbat Minoru Paldea C
04392 Furret Elisa Alola E
06892 Furret Rod.Lima Alola E
02887 Bulbasaur Baldochi Galar D
09699 Squirtle Rafael Hisui C
08411 Gloom Minoru Unova B
00656 Vaporeon Vanessa Kanto E
00512 Gloom Minoru Sinnoh C
08913 Dragonite Minoru Unova C
04557 Roserade Philipe Galar A
03652 Gloom Vanessa Kanto A
04173 Silcoon Vanessa Sinnoh A
09844 Charmander Vanessa Paldea B
05143 Pikachu Vanessa Kalos E
06729 Roserade Elisa Unova A
04508 Roserade Minoru Sinnoh C
01524 Caterpie Rafael Johto C
05782 Vaporeon Rafael Johto E
08191 Furret Philipe Hoenn A
00120 Dragonite Rod.Lima Paldea A
05404 Roserade Elisa Kalos C
00741 Charmander Vanessa Hoenn C
09556 Metapod Rafael Hoenn E
05170 Silcoon Melise Hisui E
07731 Bulbasaur Minoru Hoenn C
09967 Bulbasaur Rod.Lima Alola D
08862 Squirtle Vanessa Hisui E
09254 Roserade Rafael Hoenn E
09063 Charizard Philipe Kanto C
08599 Rattata Elisa Unova E
09395 Squirtle Rod.Lima Galar D
00863 Zubat Minoru Hoenn B
09518 Caterpie Rod.Lima Alola C
09600 Zubat Rafael Hoenn B
02986 Pikachu Rafael Galar D
04580 Silcoon Elisa Hoenn D
05679 Golbat Rafael Unova B
07358 Metapod Melise Unova E
02989 Squirtle Rod.Lima Paldea D
01849 Zubat Rod.Lima Paldea E
07181 Furret Minoru Hisui A
04409 Metapod Rafael Unova B
01882 Silcoon Vanessa Alola B
08562 Silcoon Rod.Lima Alola C
01498 Zubat Minoru Kalos A
01194 Pikachu Vanessa Johto C
08714 Golbat Philipe Paldea C
07100 Silcoon Rafael Kalos D
07002 Bulbasaur Philipe Paldea D
06108 Crobat Vanessa Kalos E
02731 Charizard Minoru Kalos D
02829 Pikachu Minoru Paldea B
05276 Dragonite Elisa Galar D
08422 Gloom Rod.Lima Hisui B
01969 Furret Baldochi Galar E
01925 Charizard Elisa Hisui E
06775 Golbat Baldochi Kalos B
05203 Squirtle Baldochi Johto A
05673 Metapod Minoru Galar A
00568 Dragonite Melise Kalos E
01476 Metapod Philipe Kalos A
09777 Zubat Elisa Hisui D
02767 Caterpie Melise Johto D
02908 Bulbasaur Baldochi Alola C
01246 Crobat Vanessa Kanto C
07575 Bulbasaur Melise Kalos E
09469 Golbat Elisa Galar C
03596 Caterpie Rafael Galar B
05963 Vaporeon Vanessa Unova C
04709 Charmander Minoru Galar E
00602 Pikachu Rod.Lima Hisui B
01254 Charizard Melise Unova E
05892 Zubat Philipe Hisui D
04735 Charizard Philipe Galar E
02858 Roserade Philipe Kalos B
08658 Rattata Elisa Hoenn D
07483 Bulbasaur Vanessa Johto E
06004 Silcoon Minoru Sinnoh C
09353 Gloom Vanessa Galar E
00869 Zubat Melise Kalos D
